,carat,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,cut,color,clarity,priceperpoint,carat_discrete
33009,0.41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,5,1,1
33010,0.31,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,2,1
33011,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
33012,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1
33013,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1
33014,0.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,1,1
33015,0.31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4,2,1
33016,0.31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,5,2,1
33017,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
33018,0.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33019,0.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33020,0.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33021,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33022,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33023,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33024,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33025,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33026,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33027,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33028,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33029,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33030,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33031,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33032,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33033,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33034,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33035,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33036,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33037,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33038,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33039,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33040,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33041,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33042,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33043,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33044,0.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33045,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33046,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33047,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33048,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33049,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33050,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33051,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33052,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33053,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33054,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33055,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33056,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33057,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33058,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33059,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33060,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33061,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33062,0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33063,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33064,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33065,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33066,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33067,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33068,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33069,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33070,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33071,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33072,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33073,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33074,0.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,5,1,1
33075,0.26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33076,0.26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
33077,0.26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1
33078,0.42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,1,1
33079,0.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,6,7,1,1
33080,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,1
33081,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,1
33082,0.32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,1
33083,0.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
33084,0.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,1
33085,0.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,1
33086,0.46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,7,1,1
33087,0.29,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,2,1
33088,0.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
33089,0.29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33090,0.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33091,0.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1
33092,0.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
33093,0.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
33094,0.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
33095,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33096,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33097,0.29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33098,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,4,1,1
33099,0.29,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1
33100,0.38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,2,1
33101,0.32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
33102,0.34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,5,2,1
33103,0.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33104,0.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33105,0.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33106,0.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,5,1,1
33107,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,1
33108,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,5,1,1
33109,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,1
33110,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,1
33111,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,1,1
33112,0.31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,1
33113,0.31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,1
33114,0.34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,2,1
33115,0.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,1
33116,0.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1
33117,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33118,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33119,0.31,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33120,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1
33121,0.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33122,0.39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,4,1,1
33123,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33124,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33125,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33126,0.31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,1
33127,0.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33128,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33129,0.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33130,0.31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
33131,0.31,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33132,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33133,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33134,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33135,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1
33136,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1
33137,0.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33138,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33139,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33140,0.31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,1
33141,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33142,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33143,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33144,0.31,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,5,1,2,1
33145,0.31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,1
33146,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33147,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33148,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33149,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33150,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33151,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1
33152,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33153,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33154,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33155,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33156,0.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33157,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33158,0.31,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33159,0.31,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,5,1,2,1
33160,0.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1
33161,0.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,1
33162,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33163,0.31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
33164,0.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,3,1,1
33165,0.36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
33166,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1
33167,0.38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
33168,0.36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,1
33169,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,1
33170,0.37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
33171,0.43,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,1,1
33172,0.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,2,1
33173,0.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,1,1
33174,0.41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,1,1
33175,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,1,1
33176,0.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,1,1
33177,0.41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,1,1
33178,0.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,1,1
33179,0.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,1,1
33180,0.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,1,1
33181,0.41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,7,1,1
33182,0.41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,7,1,1
33183,0.41,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,7,1,1
33184,0.41,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,7,1,1
33185,0.37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,2,1
33186,0.37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,4,2,1
33187,0.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,4,1,1
33188,0.34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
33189,0.34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33190,0.34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33191,0.36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
33192,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,1
33193,0.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,2,2,1
33194,0.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,2,2,1
33195,0.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
33196,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,1
33197,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
33198,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
33199,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,1
33200,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,4,3,2,1
33201,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,1
33202,0.37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,2,1
33203,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
33204,0.39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,2,2,1
33205,0.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33206,0.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1
33207,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,6,1,1
33208,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,2,1
33209,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,1,1
33210,0.27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,2,1
33211,0.36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,2,1
33212,0.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
33213,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
33214,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,2,1
33215,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1
33216,0.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,1,1
33217,0.34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,2,1
33218,0.36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,2,1
33219,0.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,2,1
33220,0.39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,2,1
33221,0.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,1
33222,0.39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,2,2,1
33223,0.39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,2,1
33224,0.39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,2,1
33225,0.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,2,1
33226,0.36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,1
33227,0.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,1,1
33228,0.38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,2,1
33229,0.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1
33230,0.41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,1,1
33231,0.39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,2,1
33232,0.37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,2,1
33233,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,5,3,1,1
33234,0.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,1
33235,0.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,3,1,1
33236,0.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
33237,0.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
33238,0.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1
33239,0.36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,2,2,1
33240,0.41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,4,1,1
33241,0.41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,1,1
33242,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,1,1
33243,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,2,1
33244,0.34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,1
33245,0.34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,1
33246,0.36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,2,1
33247,0.36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,2,1
33248,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,5,1,1
33249,0.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,4,1,1
33250,0.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,4,1,1
